,Airline,Source,Destination,Additional_Info,Total_Stops,Price,Part_of_day_Arrival,Part_of_day_Dep
3953,Jet Airways,Banglore,New Delhi,No info,1 stop,19225,Early afternoon,Early morning
3954,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Night,Night
3955,IndiGo,Delhi,Cochin,No info,non-stop,4729,Evening,Early afternoon
3956,Jet Airways,Delhi,Cochin,No info,2 stops,14300,Early morning,Morning
3957,IndiGo,Mumbai,Hyderabad,No info,non-stop,4049,Early morning,Early morning
3958,IndiGo,Delhi,Cochin,No info,1 stop,6794,Mid-night,Morning
3959,Other,Banglore,New Delhi,No info,1 stop,52229,Morning,Early morning
3960,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Night,Evening
3961,Vistara,Delhi,Cochin,No info,non-stop,8001,Evening,Early afternoon
3962,Jet Airways,Mumbai,Hyderabad,No info,non-stop,8040,Late morning,Morning
3963,Jet Airways,Banglore,New Delhi,No info,1 stop,17261,Morning,Late afternoon
3964,Vistara,Mumbai,Hyderabad,No info,1 stop,12080,Late afternoon,Morning
3965,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
3966,Multiple carriers,Delhi,Cochin,No info,1 stop,12402,Evening,Early morning
3967,Vistara,Banglore,Delhi,No info,non-stop,4878,Evening,Evening
3968,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,7229,Morning,Early morning
3969,Vistara,Kolkata,Banglore,No info,1 stop,9187,Morning,Evening
3970,IndiGo,Delhi,Cochin,No info,1 stop,5073,Late afternoon,Morning
3971,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Evening,Late afternoon
3972,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Late afternoon,Early afternoon
3973,Multiple carriers,Delhi,Cochin,No info,1 stop,12537,Night,Late morning
3974,Jet Airways,Banglore,New Delhi,No info,1 stop,12547,Morning,Night
3975,Air India,Delhi,Cochin,No info,2 stops,12646,Evening,Morning
3976,Jet Airways,Kolkata,Banglore,No info,1 stop,13044,Evening,Evening
3977,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3807,Morning,Morning
3978,Multiple carriers,Delhi,Cochin,No info,1 stop,13727,Night,Early afternoon
3979,Multiple carriers,Delhi,Cochin,No info,1 stop,13587,Night,Early afternoon
3980,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Evening,Morning
3981,Jet Airways,Banglore,New Delhi,No info,1 stop,17471,Night,Night
3982,Multiple carriers,Delhi,Cochin,No info,1 stop,7618,Night,Early morning
3983,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Night,Early morning
3984,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Late morning
3985,SpiceJet,Banglore,Delhi,No info,non-stop,3311,Mid-night,Night
3986,GoAir,Delhi,Cochin,No info,1 stop,4525,Early afternoon,Early morning
3987,Air India,Delhi,Cochin,No info,1 stop,5704,Night,Evening
3988,Air India,Delhi,Cochin,No info,2 stops,13538,Early morning,Early afternoon
3989,Multiple carriers,Delhi,Cochin,No info,1 stop,13377,Mid-night,Evening
3990,Multiple carriers,Delhi,Cochin,No info,1 stop,13542,Mid-night,Late afternoon
3991,IndiGo,Chennai,Kolkata,No info,non-stop,6297,Early afternoon,Late morning
3992,IndiGo,Banglore,Delhi,No info,non-stop,4284,Mid-night,Mid-night
3993,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10031,Evening,Evening
3994,IndiGo,Banglore,Delhi,No info,non-stop,4591,Mid-night,Night
3995,Vistara,Banglore,Delhi,No info,non-stop,4668,Morning,Early morning
3996,IndiGo,Mumbai,Hyderabad,No info,non-stop,3175,Evening,Late afternoon
3997,Air India,Kolkata,Banglore,No info,1 stop,6117,Late morning,Evening
3998,Jet Airways,Delhi,Cochin,No info,1 stop,12452,Early morning,Morning
3999,GoAir,Delhi,Cochin,No info,1 stop,5842,Early afternoon,Early morning
4000,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Night,Evening
4001,Jet Airways,Delhi,Cochin,No info,1 stop,17024,Evening,Morning
4002,IndiGo,Chennai,Kolkata,No info,non-stop,3597,Evening,Early afternoon
4003,Air India,Kolkata,Banglore,No info,1 stop,6117,Early morning,Evening
4004,Multiple carriers,Delhi,Cochin,No info,1 stop,7408,Late morning,Mid-night
4005,Multiple carriers,Delhi,Cochin,No info,1 stop,13937,Night,Morning
4006,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7064,Night,Early morning
4007,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,4781,Morning,Early morning
4008,Air India,Kolkata,Banglore,No info,2 stops,13873,Mid-night,Early morning
4009,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Night
4010,Jet Airways,Kolkata,Banglore,No info,1 stop,10953,Morning,Evening
4011,IndiGo,Kolkata,Banglore,No info,non-stop,4174,Evening,Late afternoon
4012,Air India,Delhi,Cochin,No info,1 stop,8151,Morning,Evening
4013,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Night,Early morning
4014,Air India,Banglore,Delhi,No info,non-stop,4651,Evening,Evening
4015,GoAir,Banglore,New Delhi,No info,non-stop,5706,Morning,Early morning
4016,Multiple carriers,Delhi,Cochin,No info,1 stop,7354,Evening,Morning
4017,SpiceJet,Chennai,Kolkata,No info,non-stop,3859,Morning,Morning
4018,Air India,Delhi,Cochin,No info,2 stops,11596,Evening,Morning
4019,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Night,Evening
4020,Multiple carriers,Delhi,Cochin,No info,1 stop,6916,Night,Early morning
4021,IndiGo,Banglore,Delhi,No info,non-stop,3943,Early afternoon,Morning
4022,Jet Airways,Delhi,Cochin,No info,2 stops,15129,Evening,Early morning
4023,Air India,Mumbai,Hyderabad,No info,non-stop,3100,Early morning,Early morning
4024,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,non-stop,1965,Early afternoon,Early afternoon
4025,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,19644,Evening,Late morning
4026,Jet Airways,Delhi,Cochin,No info,2 stops,15129,Morning,Morning
4027,IndiGo,Mumbai,Hyderabad,No info,1 stop,7681,Night,Late afternoon
4028,Multiple carriers,Delhi,Cochin,No info,1 stop,7740,Night,Early morning
4029,Air Asia,Kolkata,Banglore,No info,non-stop,4384,Night,Evening
4030,IndiGo,Chennai,Kolkata,No info,non-stop,3540,Early morning,Early morning
4031,Air India,Kolkata,Banglore,No info,non-stop,4145,Night,Evening
4032,Air India,Kolkata,Banglore,No info,2 stops,14083,Mid-night,Early morning
4033,Jet Airways,Delhi,Cochin,No info,1 stop,16289,Evening,Morning
4034,Vistara,Kolkata,Banglore,No info,1 stop,8610,Evening,Evening
4035,Multiple carriers,Delhi,Cochin,No info,1 stop,13727,Night,Morning
4036,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
4037,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,13848,Early morning,Early afternoon
4038,SpiceJet,Banglore,Delhi,No info,non-stop,3971,Morning,Early morning
4039,IndiGo,Delhi,Cochin,No info,1 stop,5684,Mid-night,Evening
4040,IndiGo,Delhi,Cochin,No info,1 stop,6206,Mid-night,Evening
4041,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,5198,Morning,Early morning
4042,Jet Airways,Kolkata,Banglore,No info,1 stop,14571,Late afternoon,Morning
4043,Air India,Delhi,Cochin,No info,1 stop,6681,Morning,Early morning
4044,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Evening,Evening
4045,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
4046,Jet Airways,Kolkata,Banglore,No info,1 stop,12681,Evening,Early morning
4047,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,6645,Early morning,Morning
4048,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Early morning,Night
4049,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,16022,Early morning,Evening
4050,Vistara,Banglore,New Delhi,No info,non-stop,6138,Morning,Morning
4051,IndiGo,Mumbai,Hyderabad,No info,non-stop,2754,Evening,Evening
4052,Air India,Delhi,Cochin,No info,3 stops,10493,Early morning,Early morning
4053,Jet Airways,Delhi,Cochin,No info,non-stop,9564,Early afternoon,Morning
4054,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10031,Night,Morning
4055,IndiGo,Mumbai,Hyderabad,No info,non-stop,2754,Early morning,Mid-night
4056,Multiple carriers,Delhi,Cochin,No info,1 stop,7155,Evening,Late morning
4057,Jet Airways,Banglore,New Delhi,No info,1 stop,16736,Early morning,Late morning
4058,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,9254,Evening,Morning
4059,Vistara,Banglore,Delhi,No info,non-stop,4878,Night,Night
4060,IndiGo,Delhi,Cochin,No info,1 stop,6442,Late afternoon,Early morning
4061,Air India,Kolkata,Banglore,No info,2 stops,11432,Early morning,Morning
4062,Jet Airways,Kolkata,Banglore,No info,1 stop,13044,Late afternoon,Evening
4063,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Early morning
4064,Air India,Banglore,Delhi,No info,non-stop,5228,Morning,Early morning
4065,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,5999,Night,Early morning
4066,Air India,Delhi,Cochin,No info,2 stops,10975,Morning,Morning
4067,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,7757,Morning,Night
4068,Air Asia,Banglore,Delhi,No info,non-stop,3383,Mid-night,Night
4069,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Morning,Early morning
4070,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Early afternoon
4071,GoAir,Delhi,Cochin,No info,1 stop,10188,Evening,Early afternoon
4072,IndiGo,Delhi,Cochin,No info,1 stop,6058,Mid-night,Night
4073,Jet Airways,Delhi,Cochin,No info,2 stops,12819,Evening,Night
4074,Multiple carriers,Delhi,Cochin,No info,1 stop,13587,Night,Morning
4075,Jet Airways,Banglore,Delhi,In-flight meal not included,non-stop,5769,Morning,Early morning
4076,IndiGo,Banglore,Delhi,No info,non-stop,4423,Morning,Early morning
4077,Multiple carriers,Delhi,Cochin,No info,1 stop,15135,Evening,Early morning
4078,GoAir,Banglore,New Delhi,No info,1 stop,8352,Evening,Late afternoon
4079,Multiple carriers,Delhi,Cochin,No info,1 stop,7740,Night,Morning
4080,Air India,Kolkata,Banglore,No info,non-stop,4460,Night,Evening
4081,Jet Airways,Delhi,Cochin,No info,2 stops,13882,Early morning,Late morning
4082,IndiGo,Banglore,New Delhi,No info,non-stop,4777,Early morning,Mid-night
4083,Air India,Delhi,Cochin,No info,2 stops,9443,Evening,Early morning
4084,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,9134,Morning,Early afternoon
4085,Multiple carriers,Delhi,Cochin,No info,1 stop,12717,Evening,Morning
4086,IndiGo,Chennai,Kolkata,No info,non-stop,7295,Night,Evening
4087,Air Asia,Kolkata,Banglore,No info,non-stop,4409,Morning,Morning
4088,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
4089,Jet Airways,Banglore,Delhi,No info,non-stop,7229,Late morning,Morning
4090,IndiGo,Delhi,Cochin,No info,1 stop,9709,Late afternoon,Morning
4091,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12898,Evening,Evening
4092,Air Asia,Kolkata,Banglore,No info,non-stop,5645,Morning,Morning
4093,IndiGo,Delhi,Cochin,No info,1 stop,6386,Early morning,Mid-night
4094,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,11507,Evening,Early morning
4095,IndiGo,Delhi,Cochin,No info,1 stop,14871,Mid-night,Evening
4096,GoAir,Banglore,Delhi,No info,non-stop,3898,Morning,Early morning
4097,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,non-stop,1965,Early morning,Early morning
4098,SpiceJet,Kolkata,Banglore,No info,non-stop,3873,Evening,Evening
4099,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Morning
4100,Multiple carriers,Delhi,Cochin,No info,1 stop,13587,Night,Early afternoon
4101,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Night,Evening
4102,Multiple carriers,Delhi,Cochin,No info,1 stop,15147,Night,Morning
4103,Jet Airways,Delhi,Cochin,No info,1 stop,12767,Early morning,Late afternoon
4104,Multiple carriers,Delhi,Cochin,No info,1 stop,13542,Mid-night,Evening
4105,IndiGo,Banglore,Delhi,No info,non-stop,3625,Mid-night,Night
4106,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,7832,Late afternoon,Early morning
4107,IndiGo,Delhi,Cochin,No info,1 stop,7255,Night,Late afternoon
4108,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,14086,Mid-night,Late afternoon
4109,Multiple carriers,Delhi,Cochin,No info,1 stop,18286,Night,Early afternoon
4110,Jet Airways,Delhi,Cochin,No info,2 stops,15129,Evening,Early afternoon
4111,Jet Airways,Mumbai,Hyderabad,No info,1 stop,19595,Late afternoon,Early afternoon
4112,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Evening,Morning
4113,Vistara,Kolkata,Banglore,No info,1 stop,9555,Evening,Evening
4114,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Early morning,Late afternoon
4115,Jet Airways,Delhi,Cochin,No info,1 stop,16079,Evening,Evening
4116,SpiceJet,Delhi,Cochin,No info,1 stop,5583,Late morning,Early morning
4117,Multiple carriers,Delhi,Cochin,No info,1 stop,9486,Mid-night,Morning
4118,Air India,Delhi,Cochin,No info,2 stops,10021,Early morning,Early morning
4119,Multiple carriers,Delhi,Cochin,No info,1 stop,6838,Mid-night,Evening
4120,Vistara,Kolkata,Banglore,No info,1 stop,9345,Night,Early morning
4121,IndiGo,Banglore,Delhi,No info,non-stop,4823,Night,Evening
4122,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,10368,Early morning,Morning
4123,Multiple carriers,Delhi,Cochin,No info,1 stop,11789,Evening,Early morning
4124,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Morning,Morning
4125,Vistara,Delhi,Cochin,No info,non-stop,6216,Morning,Early morning
4126,Multiple carriers,Delhi,Cochin,No info,1 stop,9794,Evening,Morning
4127,GoAir,Delhi,Cochin,No info,1 stop,4106,Early afternoon,Early morning
4128,Multiple carriers,Delhi,Cochin,No info,1 stop,9315,Evening,Early morning
4129,Air India,Delhi,Cochin,No info,2 stops,9548,Early morning,Morning
4130,IndiGo,Banglore,Delhi,No info,non-stop,3943,Mid-night,Mid-night
4131,Jet Airways,Delhi,Cochin,No info,1 stop,16079,Early morning,Night
4132,Jet Airways,Kolkata,Banglore,No info,1 stop,14676,Night,Morning
4133,IndiGo,Delhi,Cochin,No info,1 stop,6069,Night,Late afternoon
4134,Jet Airways,Mumbai,Hyderabad,No info,non-stop,5678,Night,Evening
4135,SpiceJet,Banglore,New Delhi,No info,non-stop,6309,Morning,Morning
4136,IndiGo,Delhi,Cochin,No info,1 stop,6528,Night,Late afternoon
4137,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Evening
4138,Jet Airways,Delhi,Cochin,No info,2 stops,13376,Early morning,Early afternoon
4139,Vistara,Mumbai,Hyderabad,No info,1 stop,12395,Late afternoon,Evening
4140,Jet Airways,Mumbai,Hyderabad,No info,non-stop,8040,Late morning,Morning
4141,GoAir,Delhi,Cochin,No info,1 stop,6393,Early afternoon,Early morning
4142,Vistara,Kolkata,Banglore,No info,1 stop,12890,Morning,Evening
4143,Air India,Kolkata,Banglore,No info,2 stops,12009,Early morning,Early morning
4144,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Early afternoon
4145,SpiceJet,Chennai,Kolkata,No check-in baggage included,non-stop,3543,Evening,Evening
4146,Jet Airways,Delhi,Cochin,No info,2 stops,13292,Early morning,Morning
4147,Jet Airways,Delhi,Cochin,No info,2 stops,13376,Morning,Early morning
4148,Air India,Delhi,Cochin,No info,2 stops,11753,Evening,Morning
4149,IndiGo,Chennai,Kolkata,No info,non-stop,5277,Mid-night,Night
4150,SpiceJet,Kolkata,Banglore,No info,1 stop,6643,Evening,Morning
4151,Multiple carriers,Delhi,Cochin,No info,1 stop,7858,Mid-night,Evening
4152,Air India,Delhi,Cochin,No info,1 stop,8907,Night,Morning
4153,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Morning,Morning
4154,Jet Airways,Delhi,Cochin,No info,2 stops,17019,Early morning,Early afternoon
4155,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,10262,Morning,Early afternoon
4156,Air India,Delhi,Cochin,No info,2 stops,13381,Evening,Early afternoon
4157,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,18260,Morning,Mid-night
4158,Jet Airways,Kolkata,Banglore,No info,1 stop,14151,Night,Evening
4159,GoAir,Delhi,Cochin,No info,1 stop,5752,Morning,Early morning
4160,Multiple carriers,Delhi,Cochin,In-flight meal not included,2 stops,7731,Night,Early morning
4161,Jet Airways,Banglore,New Delhi,No info,1 stop,13555,Morning,Night
4162,Air Asia,Kolkata,Banglore,No info,1 stop,5192,Night,Early morning
4163,IndiGo,Delhi,Cochin,No info,1 stop,7503,Night,Morning
4164,IndiGo,Kolkata,Banglore,No info,1 stop,6704,Night,Evening
4165,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12583,Early morning,Night
4166,IndiGo,Kolkata,Banglore,No info,non-stop,5618,Evening,Late afternoon
4167,IndiGo,Banglore,Delhi,No info,non-stop,4591,Early afternoon,Morning
4168,Jet Airways,Kolkata,Banglore,No info,1 stop,11467,Evening,Morning
4169,IndiGo,Kolkata,Banglore,No info,1 stop,4864,Morning,Early morning
4170,Jet Airways,Banglore,New Delhi,In-flight meal not included,1 stop,8147,Morning,Early morning
4171,SpiceJet,Kolkata,Banglore,No check-in baggage included,non-stop,3841,Evening,Evening
4172,SpiceJet,Banglore,Delhi,No info,non-stop,3971,Mid-night,Night
4173,IndiGo,Delhi,Cochin,No info,1 stop,10123,Early morning,Night
4174,IndiGo,Kolkata,Banglore,No info,non-stop,4148,Morning,Morning
4175,IndiGo,Delhi,Cochin,No info,2 stops,8146,Night,Morning
4176,Air India,Mumbai,Hyderabad,No info,non-stop,3625,Late afternoon,Early afternoon
4177,Multiple carriers,Delhi,Cochin,No info,1 stop,12192,Evening,Mid-night
4178,Air India,Delhi,Cochin,No info,2 stops,13591,Evening,Early afternoon
4179,Multiple carriers,Delhi,Cochin,No info,1 stop,13587,Night,Morning
4180,GoAir,Kolkata,Banglore,No info,1 stop,7335,Early morning,Night
4181,Multiple carriers,Delhi,Cochin,No info,1 stop,15058,Evening,Early morning
4182,Multiple carriers,Delhi,Cochin,No info,1 stop,8266,Evening,Morning
4183,IndiGo,Banglore,New Delhi,No info,1 stop,5746,Late afternoon,Late morning
4184,Jet Airways,Delhi,Cochin,In-flight meal not included,1 stop,12373,Early morning,Evening
4185,Multiple carriers,Delhi,Cochin,No info,1 stop,6795,Mid-night,Late morning
4186,IndiGo,Delhi,Cochin,No info,1 stop,8330,Mid-night,Evening
4187,IndiGo,Kolkata,Banglore,No info,non-stop,4148,Evening,Late afternoon
4188,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Evening,Evening
4189,Air India,Kolkata,Banglore,No info,2 stops,10697,Evening,Morning
4190,Air India,Delhi,Cochin,No info,2 stops,10939,Morning,Early afternoon
4191,IndiGo,Kolkata,Banglore,No info,non-stop,4804,Mid-night,Night
4192,Jet Airways,Banglore,Delhi,No info,non-stop,8016,Late morning,Morning
4193,IndiGo,Banglore,New Delhi,No info,1 stop,5226,Evening,Late afternoon
4194,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,10844,Late afternoon,Evening
4195,Jet Airways,Kolkata,Banglore,In-flight meal not included,1 stop,9663,Morning,Early morning
4196,Jet Airways,Delhi,Cochin,In-flight meal not included,2 stops,10368,Early morning,Early morning
4197,Jet Airways,Banglore,New Delhi,No info,1 stop,13817,Morning,Night
4198,Multiple carriers,Delhi,Cochin,No info,1 stop,13377,Mid-night,Early afternoon
4199,Air India,Kolkata,Banglore,No info,non-stop,5170,Late afternoon,Early afternoon
4200,Air India,Delhi,Cochin,No info,1 stop,6587,Early morning,Early morning
4201,Air India,Delhi,Cochin,No info,3 stops,10703,Evening,Early morning
4202,Vistara,Banglore,New Delhi,No info,non-stop,7240,Mid-night,Night
4203,Air India,Banglore,Delhi,No info,non-stop,6961,Morning,Morning
4204,Multiple carriers,Delhi,Cochin,In-flight meal not included,1 stop,6007,Night,Morning
4205,IndiGo,Chennai,Kolkata,No info,non-stop,3850,Early morning,Early morning
4206,Air India,Delhi,Cochin,No info,1 stop,8582,Evening,Night
